id,pond_id,species_id,total_seed,started_at,finished_at,remark,created_at,updated_at,area,initial_age,limit_weight_per_area,target_cultivation_day,target_size,extracted_at,subscription_type,ordered_at,hatchery_id,total_seed_type,hatchery_name,pond_name,pond_length,pond_width,pond_depth
17050,34072,,446752,2022-04-13 00:00:00.000,2022-06-28 00:00:00.000,,2022-07-06 08:08:54.000,2022-07-19 00:07:48.000,1500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,77.0,actual,Suri Tani Pemuka Anyer,F7,38.73,38.73,1.5
27104,45370,,484176,2023-09-24 00:00:00.000,2024-01-20 00:00:00.000,,2023-11-01 07:18:39.000,2024-02-19 02:18:51.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 07:18:39.000,24.0,gross,PT. Prima Larvae,B8,50.0,50.0,2.0
24411,38473,1.0,40000,2023-07-25 00:00:00.000,2023-09-25 00:00:00.000,#TBR01,2023-07-26 01:00:31.000,2023-09-26 03:54:10.000,374.0,0.0,1.25,120.0,70.0,2024-04-12 17:02:22.000,Free,,16.0,net,PT. Centralpertiwi Bahari - Hatchery Situbondo,T1,22.0,17.0,1.0
11109,21219,1.0,20000,2021-07-25 00:00:00.000,2021-09-06 00:00:00.000,,2021-07-26 00:06:06.000,2021-09-07 09:19:02.000,2715.0,0.0,1.25,60.0,120.0,2024-04-12 17:02:22.000,Free,2021-08-29 11:59:34.000,,,,A,60.17,45.12,1.0
15009,31250,1.0,228150,2022-03-26 00:00:00.000,2022-04-24 00:00:00.000,,2022-03-19 04:58:57.000,2022-06-23 06:37:50.000,1792.0,0.0,1.25,105.0,40.0,2024-04-12 17:02:22.000,Free,2022-03-19 05:07:37.000,1007.0,net,CV. Mitra Larva Sejahtera,B5,53.5,33.5,1.2
17187,2,,84000,2022-08-06 00:00:00.000,2022-10-03 00:00:00.000,#SiklusFarm,2022-07-13 03:59:22.000,2023-06-05 00:03:12.000,1081.7,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2022-07-13 03:59:22.000,38.0,actual,PT. Suri Tani Pemuka Hatchery Canti,Kolam B2,37.3,29.0,1.1
19803,34688,2.0,250000,2022-12-03 00:00:00.000,2023-03-15 00:00:00.000,,2022-12-03 12:43:37.000,2023-04-11 06:32:13.000,4999.9,0.0,1.25,102.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,A02,70.71,70.71,1.5
20151,37061,1.0,240000,2023-01-11 00:00:00.000,2023-04-14 00:00:00.000,#SiklusFarm,2022-12-26 11:32:38.000,2023-06-05 00:03:14.000,1600.0,0.0,1.25,120.0,40.0,2024-04-12 17:02:22.000,Free,2023-01-12 05:46:36.000,1027.0,net,CV Dua Nusa,A2,40.0,40.0,1.2
24538,37074,1.0,50000,2023-08-01 00:00:00.000,2023-09-22 00:00:00.000,#TBR01,2023-08-01 02:30:23.000,2023-09-27 02:03:36.000,500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,2Bawah,25.0,20.0,1.3
10072,20891,,320000,2021-07-10 00:00:00.000,2021-11-23 00:00:00.000,,2021-05-31 06:12:59.000,2021-11-26 18:09:11.000,2000.0,0.0,1.25,140.0,45.0,2024-04-12 17:02:22.000,Free,2021-05-31 06:12:59.000,,gross,,J4,51.64,38.73,1.2
21659,39614,1.0,75000,2023-04-06 00:00:00.000,2023-07-05 00:00:00.000,,2023-04-07 00:26:53.000,2023-07-06 01:01:34.000,1050.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,,net,,Petak 1,30.0,35.0,2.0
24047,38260,,325000,2023-08-08 00:00:00.000,2023-10-20 00:00:00.000,,2023-07-11 04:39:28.000,2023-10-22 06:06:41.000,2500.0,0.0,1.25,73.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,net,PT. Prima Larvae,B3,50.0,50.0,1.2
15970,12085,1.0,240000,2022-05-10 00:00:00.000,2022-08-05 00:00:00.000,#JT12,2022-05-12 10:27:27.000,2023-11-15 13:41:04.000,1600.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1004.0,net,PT. Tri Karta Pratama - Total Kualitas Prima,A1_Karyo,46.19,34.64,1.6
19078,32197,1.0,145000,2022-10-23 00:00:00.000,2022-12-21 00:00:00.000,#SiklusTebar,2022-10-23 13:12:39.000,2022-12-22 00:59:11.000,900.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,41.0,net,PT. Syaqua Indonesia,A2,30.0,30.0,1.0
10704,12522,1.0,300000,2021-05-24 00:00:00.000,2021-08-17 00:00:00.000,,2021-07-01 08:05:02.000,2022-08-14 09:33:29.000,2600.0,0.0,1.2,120.0,45.0,2024-04-12 17:02:22.000,Free,,51.0,gross,PT. Prima Larvae,A2,63.25,47.43,1.5
25602,34745,2.0,312455,2023-08-12 00:00:00.000,2023-08-24 00:00:00.000,,2023-09-18 12:51:31.000,2023-09-21 11:01:16.000,35.0,0.0,1.25,12.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N12,7.0,5.0,1.0
20401,34727,2.0,200000,2023-01-14 00:00:00.000,2023-05-23 00:00:00.000,,2023-01-14 05:28:07.000,2023-05-25 06:56:44.000,4999.9,0.0,1.25,129.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,M06,70.71,70.71,1.5
21127,38949,1.0,280000,2023-03-07 00:00:00.000,2023-06-07 00:00:00.000,#JT02,2023-03-08 03:44:16.000,2023-07-13 04:14:22.000,67.0,0.0,1.25,130.0,20.0,2024-04-12 17:02:22.000,Free,,1024.0,gross,CV. Manunggal Rasa,Kolam A1,50.0,20.0,1.0
28211,34745,2.0,497448,2023-12-13 00:00:00.000,2023-12-28 00:00:00.000,,2023-12-15 08:08:21.000,2024-01-26 07:39:07.000,35.0,0.0,1.25,15.0,55.0,2024-04-12 17:02:22.000,Paid,,1020.0,actual,MATERNIDADE NACALA,N12,7.0,5.0,1.0
12072,20108,1.0,270240,2021-09-18 00:00:00.000,2022-01-30 00:00:00.000,,2021-09-18 11:28:36.000,2022-01-30 11:49:51.000,1500.0,0.0,2.0,135.0,40.0,2024-04-12 17:02:22.000,Free,,,gross,,A10,30.0,50.0,1.3
15805,32294,1.0,88000,2022-05-19 00:00:00.000,2022-07-21 00:00:00.000,#SiklusTebar,2022-05-06 10:41:27.000,2022-08-25 12:38:56.000,1400.0,1.0,125.0,90.0,100.0,2024-04-12 17:02:22.000,Free,2022-05-06 10:41:27.000,55.0,actual,CV. Dewi Windu,A1,50.0,50.0,1.0
19874,8,1.0,180000,2023-01-07 00:00:00.000,2023-04-11 00:00:00.000,#SiklusFarm,2022-12-08 00:48:16.000,2023-06-05 00:03:14.000,1601.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-01-09 02:47:34.000,1022.0,actual,Windu Segara Anyar,Kolam B8,48.5,33.0,1.1
24092,39158,,339300,2023-08-01 00:00:00.000,2023-10-18 00:00:00.000,#SiklusFarm,2023-07-12 01:20:32.000,2023-10-19 04:24:10.000,2000.0,0.0,1.25,120.0,20.0,2024-04-12 17:02:22.000,Free,2023-07-12 01:20:32.000,1004.0,gross,PT. Tri Karta Pratama - Total Kualitas Prima,A7,50.0,40.0,1.4
24741,34731,2.0,225000,2023-08-16 00:00:00.000,2024-01-27 00:00:00.000,,2023-08-09 06:53:29.000,2024-01-31 08:34:33.000,4999.9,0.0,1.25,164.0,55.0,2024-04-12 17:02:22.000,Paid,,1020.0,actual,MATERNIDADE NACALA,T04,70.71,70.71,1.5
24741,34731,2.0,225000,2023-08-16 00:00:00.000,2024-01-27 00:00:00.000,,2023-08-09 06:53:29.000,2024-01-31 08:34:33.000,4999.9,0.0,1.25,164.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,T04,70.71,70.71,1.5
24808,42953,1.0,15000,2023-08-07 00:00:00.000,2023-10-15 00:00:00.000,,2023-08-12 05:57:31.000,2023-10-23 02:31:00.000,72.0,0.0,2.0,100.0,55.0,2024-04-12 17:02:22.000,Free,,35.0,gross,PT Windu Alam Sentosa,A1,9.0,8.0,1.0
16271,32938,1.0,175000,2022-05-25 00:00:00.000,2022-07-31 00:00:00.000,#SiklusTebar,2022-05-26 02:55:01.000,2022-08-22 05:54:21.000,1400.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-05-26 02:55:01.000,4.0,net,PT. Summa Benur,1 (Selatan),37.85,37.0,1.6
17832,32294,1.0,66000,2022-08-16 00:00:00.000,2022-10-21 00:00:00.000,#SiklusTebar,2022-08-16 23:20:58.000,2022-10-28 00:06:14.000,2500.0,0.0,1.0,90.0,45.0,2024-04-12 17:02:22.000,Free,,55.0,net,CV. Dewi Windu,A1,50.0,50.0,1.0
20526,34731,2.0,200000,2023-01-25 00:00:00.000,2023-04-05 00:00:00.000,,2023-01-25 07:21:47.000,2023-04-11 07:02:39.000,4999.9,0.0,1.25,70.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,T04,70.71,70.71,1.5
16487,30310,1.0,240000,2022-06-08 00:00:00.000,2022-08-30 00:00:00.000,,2022-06-08 01:02:35.000,2022-09-03 14:24:13.000,1600.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,net,,B-12. marwan,46.19,34.64,1.1
24632,42796,1.0,400000,2023-07-26 00:00:00.000,2023-09-24 00:00:00.000,#VietProject23,2023-08-05 08:36:36.000,2023-09-29 04:40:37.000,1400.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,1055.0,gross,New Post.BL,A1,45.0,30.0,1.7
29107,44547,,250000,2022-10-01 00:00:00.000,2023-01-12 00:00:00.000,#Makloon2024,2024-01-21 17:36:52.000,2024-01-29 08:58:13.000,1202.4,0.0,1.25,103.0,55.0,2024-04-12 17:02:22.000,Free,,51.0,gross,PT. Prima Larvae,B1,40.0,30.06,1.3
14439,7,1.0,114000,2022-02-18 00:00:00.000,2022-04-21 00:00:00.000,#SiklusFarm,2022-02-19 00:24:38.000,2023-12-13 06:22:49.000,1574.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-02-19 00:24:38.000,1003.0,actual,Gemilang Sukses Cemerlang,Kolam B7,46.5,32.6,1.1
15106,31374,1.0,50000,2022-03-22 00:00:00.000,2022-05-18 00:00:00.000,,2022-03-24 02:32:15.000,2022-05-19 20:35:17.000,256.0,0.0,2.25,99.0,45.0,2024-04-12 17:02:22.000,Free,,26.0,net,PT. Suri Tani Pemuka Unit Hatchery Indramayu,POND 101,16.0,16.0,1.2
25384,34742,2.0,460460,2023-08-05 00:00:00.000,2023-08-17 00:00:00.000,,2023-09-08 09:51:32.000,2023-09-18 12:07:50.000,35.0,0.0,1.25,12.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N09,7.0,5.0,1.0
25384,34742,2.0,460460,2023-08-05 00:00:00.000,2023-08-17 00:00:00.000,,2023-09-08 09:51:32.000,2023-09-18 12:07:50.000,35.0,0.0,1.25,12.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N09,7.0,5.0,1.0
17633,34727,,300000,2022-07-25 00:00:00.000,2022-11-23 00:00:00.000,,2022-08-09 09:25:40.000,2022-12-09 07:23:38.000,4999.9,0.0,1.25,121.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,M06,70.71,70.71,1.5
15502,31875,,191416,2022-05-11 00:00:00.000,2022-07-23 00:00:00.000,#SiklusFarm,2022-04-15 12:40:01.000,2023-05-17 09:08:20.000,2319.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-04-15 12:40:01.000,1004.0,actual,PT. Tri Karta Pratama - Total Kualitas Prima,B15,55.36,41.52,1.2
7995,18395,1.0,13664,2021-02-08 00:00:00.000,2021-04-26 00:00:00.000,,2021-01-31 06:38:17.000,2021-05-15 00:04:21.000,80.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,AX1,10.33,7.75,1.6
15802,32197,1.0,130000,2022-05-15 00:00:00.000,2022-08-27 00:00:00.000,#SiklusTebar,2022-05-06 10:09:12.000,2022-10-03 08:48:54.000,900.0,0.0,1.25,110.0,40.0,2024-04-12 17:02:22.000,Free,2022-05-06 10:09:12.000,41.0,net,PT. Syaqua Indonesia,A2,30.0,30.0,1.0
16563,32245,1.0,100000,2022-06-09 00:00:00.000,2022-09-19 00:00:00.000,#SiklusTebar,2022-06-10 00:08:33.000,2022-10-10 23:30:59.000,1500.0,0.0,1.25,120.0,30.0,2024-04-12 17:02:22.000,Free,2022-06-10 00:08:33.000,25.0,net,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),Kolam Timur,50.0,30.0,1.5
25551,43469,1.0,80000,2023-07-24 00:00:00.000,2023-10-17 00:00:00.000,#BD-Katalis04,2023-09-16 06:45:42.000,2023-11-20 13:18:40.000,2000.0,0.0,1.0,120.0,45.0,2024-04-12 17:02:22.000,Free,2023-09-16 06:45:42.000,1064.0,net,Kaliandra Lampung,3.29.4.2 (T),50.0,40.0,0.8
27151,44588,1.0,120000,2023-11-01 00:00:00.000,2024-01-04 00:00:00.000,#TBR04,2023-11-01 08:09:34.000,2024-01-05 07:05:47.000,850.0,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 08:09:34.000,1065.0,actual,"PT. Suri Tani Pemuka, Hatchery Negara Bali",D4,30.0,28.0,1.3
16588,33297,1.0,150000,2022-06-12 00:00:00.000,2022-08-07 00:00:00.000,#SiklusTebar,2022-06-13 00:21:08.000,2022-09-29 11:52:46.000,672.0,1.0,1.25,60.0,55.0,2024-04-12 17:02:22.000,Free,2022-06-13 00:21:08.000,1013.0,gross,Benur TOP,Jaya1,28.0,24.0,150.0
27086,45255,,450000,2023-08-26 00:00:00.000,2023-12-16 00:00:00.000,,2023-11-01 07:03:42.000,2024-01-16 00:11:53.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 07:03:42.000,24.0,gross,PT. Prima Larvae,A1,50.0,50.0,2.0
17857,32219,1.0,100000,2022-08-14 00:00:00.000,2022-10-12 00:00:00.000,#SiklusTebar,2022-08-19 00:19:34.000,2022-10-17 14:27:57.000,780.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2022-08-19 00:19:34.000,35.0,net,PT Windu Alam Sentosa,A1,30.0,26.0,2.0
12348,19169,,69000,2021-09-03 00:00:00.000,2021-11-09 00:00:00.000,,2021-10-04 05:01:07.000,2022-03-13 15:36:41.000,300.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,24.0,net,PT. Prima Larvae,02,20.0,15.0,1.3
11345,25606,1.0,172000,2021-07-12 00:00:00.000,2021-09-25 00:00:00.000,,2021-08-10 11:48:03.000,2021-12-01 12:05:50.000,1000.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,25.0,net,PT. Matahari Cipta Sentosa (Unit Hatchery Paiton),irfan selatan,36.51,27.39,1.0
24104,42272,,9820,2023-07-03 00:00:00.000,2023-09-08 00:00:00.000,,2023-07-12 06:14:19.000,2023-09-09 02:20:23.000,19.62,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Paid,,66.0,net,UD. Benur Ndaru Laut,KB3,5.0,5.0,1.0
25387,34745,2.0,464000,2023-07-29 00:00:00.000,2023-08-09 00:00:00.000,,2023-09-08 10:36:25.000,2023-09-18 12:21:32.000,35.0,0.0,1.25,11.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,N12,7.0,5.0,1.0
27416,45266,,375000,2023-12-23 00:00:00.000,2024-03-30 00:00:00.000,,2023-11-12 04:05:19.000,2024-04-06 00:06:27.000,2500.0,0.0,1.25,105.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-12 04:05:19.000,,net,,A11,50.0,50.0,1.2
21026,38514,1.0,20000,2023-02-26 00:00:00.000,2023-04-07 00:00:00.000,#TBR01,2023-02-27 05:32:53.000,2023-04-10 05:28:17.000,56.75,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,4.0,gross,PT. Summa Benur,1Bundar,8.5,8.5,1.0
19682,7365,1.0,352000,2022-09-10 00:00:00.000,2023-01-16 00:00:00.000,#SiklusBDNisa,2022-11-27 13:18:24.000,2023-02-02 00:07:29.000,3080.0,0.0,1.25,160.0,55.0,2024-04-12 17:02:22.000,Free,,1000.0,actual,AGAPE Hatchery,B3,63.25,47.43,1.25
19855,34690,2.0,350000,2022-12-07 00:00:00.000,2023-03-17 00:00:00.000,,2022-12-07 07:21:13.000,2023-04-11 06:36:44.000,4999.9,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,A04,70.71,70.71,1.5
27101,45367,,483390,2023-09-23 00:00:00.000,2024-01-16 00:00:00.000,,2023-11-01 07:18:37.000,2024-02-19 02:16:44.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 07:18:37.000,24.0,gross,PT. Prima Larvae,B5,50.0,50.0,2.0
27756,45883,,332280,2023-11-08 00:00:00.000,2024-02-12 00:00:00.000,,2023-11-27 10:01:48.000,2024-02-20 00:10:48.000,2350.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,3A,50.0,47.0,1.0
17532,34731,,300000,2022-08-03 00:00:00.000,2022-12-06 00:00:00.000,,2022-08-03 04:36:19.000,2022-12-13 05:20:40.000,4999.9,0.0,1.25,125.0,55.0,2024-04-12 17:02:22.000,Free,,1020.0,actual,MATERNIDADE NACALA,T04,70.71,70.71,1.5
18516,30310,1.0,343320,2022-09-26 00:00:00.000,2022-12-09 00:00:00.000,#SiklusBDRijal,2022-09-27 02:23:01.000,2022-12-20 00:04:46.000,1600.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,4.0,net,PT. Summa Benur,B-12. marwan,46.19,34.64,1.1
4620,15310,,175000,2020-06-10 00:00:00.000,2020-09-01 00:00:00.000,,2020-06-11 05:29:27.000,2020-10-08 05:52:57.000,1500.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2020-06-11 05:29:27.000,,,,A2,44.72,33.54,
16802,32185,1.0,100000,2022-06-24 00:00:00.000,2022-10-03 00:00:00.000,#SiklusTebar,2022-06-24 12:14:22.000,2022-10-10 00:24:51.000,1015.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2022-06-24 12:14:22.000,41.0,net,PT. Syaqua Indonesia,A2,35.0,31.4,1.0
12855,18391,,500000,2021-11-02 00:00:00.000,2022-01-01 00:00:00.000,,2021-11-01 01:49:27.000,2022-02-02 08:43:40.000,2500.0,0.0,1.25,95.0,45.0,2024-04-12 17:02:22.000,Free,2021-11-01 01:49:31.000,39.0,net,PT Suri Tani Pemuka Carita,B2,57.74,43.3,1.6
15981,26400,1.0,98700,2022-05-12 00:00:00.000,2022-07-03 00:00:00.000,,2022-05-13 02:05:09.000,2022-08-05 06:35:18.000,86.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,actual,,Mibama B,25.82,19.36,1.0
17189,4,,132000,2022-08-06 00:00:00.000,2022-10-03 00:00:00.000,#SiklusFarm,2022-07-13 04:05:47.000,2023-06-05 00:03:12.000,1810.81,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,2022-07-13 04:05:47.000,38.0,actual,PT. Suri Tani Pemuka Hatchery Canti,Kolam B4,49.14,36.85,0.9
20640,36789,,60000,2022-11-29 00:00:00.000,2023-01-29 00:00:00.000,#SiklusBDNisa,2023-02-02 05:20:05.000,2023-02-22 00:04:19.000,176.62,0.0,1.25,130.0,55.0,2024-04-12 17:02:22.000,Free,,1000.0,actual,AGAPE Hatchery,O1,15.0,15.0,1.5
25580,43814,1.0,25500,2023-09-18 00:00:00.000,2023-11-09 00:00:00.000,#BD-Katalis04,2023-09-18 03:00:26.000,2023-11-14 04:57:40.000,2000.0,0.0,1.2,120.0,45.0,2024-04-12 17:02:22.000,Free,2023-09-18 03:00:26.000,1038.0,net,BAP Kalianda,3.23.6.2 (D),50.0,40.0,0.8
15303,16052,,201088,2022-03-06 00:00:00.000,2022-05-16 00:00:00.000,,2022-04-04 11:26:32.000,2022-05-17 09:18:15.000,960.0,1.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,24.0,actual,PT. Prima Larvae,D1,38.23,28.67,2.0
9996,23694,,40000,2021-04-01 00:00:00.000,2021-06-09 00:00:00.000,,2021-05-27 16:55:58.000,2021-07-20 15:47:38.000,1000.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,,,,,Jenggo1,36.51,27.39,1.3
24764,42912,,386204,2023-07-17 00:00:00.000,2023-10-07 00:00:00.000,#BD-Katalis06,2023-08-10 02:08:10.000,2023-10-12 06:22:50.000,2116.0,0.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,2023-08-10 02:08:10.000,77.0,actual,Suri Tani Pemuka Anyer,Kolam 4,46.0,46.0,1.5
27299,45472,,263120,2023-11-28 00:00:00.000,2024-03-24 00:00:00.000,,2023-11-07 06:30:51.000,2024-03-31 00:05:30.000,2025.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-07 06:30:51.000,19.0,actual,PT. Central Proteinaprima Hatchery Kalianda,A6,45.0,45.0,1.5
9103,21972,,180000,2021-04-07 00:00:00.000,2021-07-28 00:00:00.000,,2021-04-06 13:20:34.000,2022-07-11 03:48:03.000,1600.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-04-08 08:38:54.000,,net,,G2,40.0,36.0,1.5
16509,32324,1.0,300000,2022-06-06 00:00:00.000,2022-08-13 00:00:00.000,,2022-06-08 09:29:24.000,2022-08-30 08:39:25.000,1365.0,1.0,1.25,100.0,55.0,2024-04-12 17:02:22.000,Free,,,gross,,Ao1,40.0,40.0,1.2
20835,35864,1.0,75000,2023-02-11 00:00:00.000,2023-04-23 00:00:00.000,#TBR01,2023-02-13 00:07:54.000,2023-04-28 00:02:49.000,500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,4.0,net,PT. Summa Benur,A1LONARA,25.0,20.0,1.3
28603,35864,1.0,40000,2023-12-30 00:00:00.000,2024-02-10 00:00:00.000,#TBRJember2024,2024-01-03 00:12:13.000,2024-02-13 05:53:58.000,500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,A1LONARA,25.0,20.0,1.3
23531,7369,,280000,2023-03-17 00:00:00.000,2023-05-30 00:00:00.000,#BD-Katalis01,2023-06-23 07:07:40.000,2023-07-08 10:00:52.000,2800.21,0.0,1.25,120.0,70.0,2024-04-12 17:02:22.000,Free,,1000.0,actual,AGAPE Hatchery,C3,61.1,45.83,1.25
25140,43245,,501000,2023-08-19 00:00:00.000,2023-12-04 00:00:00.000,#BD-Katalis05,2023-08-29 06:23:17.000,2023-12-11 00:35:02.000,2500.0,0.0,1.25,120.0,50.0,2024-04-12 17:02:22.000,Free,2023-08-29 06:23:17.000,1001.0,actual,PT. Sinar Barru Prima,A11,50.0,50.0,1.2
17364,32189,1.0,180000,2022-07-23 00:00:00.000,2022-10-16 00:00:00.000,#SiklusTebar,2022-07-23 11:51:20.000,2022-10-23 00:09:05.000,1300.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,41.0,net,PT. Syaqua Indonesia,A1,40.0,32.5,1.0
26682,44805,,1200000,2023-10-12 00:00:00.000,2024-02-04 00:00:00.000,,2023-10-18 09:30:00.000,2024-02-11 00:10:34.000,9800.0,0.0,1.25,120.0,30.0,2024-04-12 17:02:22.000,Free,,,gross,,H1,196.0,50.0,1.2
26682,44805,,1200000,2023-10-12 00:00:00.000,2024-02-04 00:00:00.000,,2023-10-18 09:30:00.000,2024-02-11 00:10:34.000,9800.0,0.0,1.25,120.0,30.0,2024-04-12 17:02:22.000,Free,,,gross,,H1,196.0,50.0,1.2
7998,18398,,23912,2021-02-08 00:00:00.000,2021-04-26 00:00:00.000,,2021-01-31 06:41:53.000,2021-05-15 00:04:22.000,1000.0,0.0,1.25,90.0,45.0,2024-04-12 17:02:22.000,Free,2021-02-04 05:08:09.000,38.0,,PT. Suri Tani Pemuka Hatchery Canti,AX4,,,1.6
27093,45262,,450000,2023-08-24 00:00:00.000,2023-12-13 00:00:00.000,,2023-11-01 07:03:46.000,2024-01-16 00:12:26.000,2500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,2023-11-01 07:03:46.000,24.0,gross,PT. Prima Larvae,A8,50.0,50.0,2.0
27010,44495,1.0,66300,2023-10-29 00:00:00.000,2024-02-25 00:00:00.000,,2023-10-30 03:01:00.000,2024-03-03 00:11:51.000,252.0,1.0,1.6,120.0,50.0,2024-04-12 17:02:22.000,Free,,1027.0,gross,CV Dua Nusa,A1,18.0,14.0,1.2
24052,38264,,263250,2023-08-08 00:00:00.000,2023-10-22 00:00:00.000,,2023-07-11 04:45:23.000,2023-10-23 05:13:53.000,2025.0,0.0,1.25,75.0,55.0,2024-04-12 17:02:22.000,Free,,66.0,net,UD. Benur Ndaru Laut,C1,45.0,45.0,1.2
14097,4,,133000,2022-01-25 00:00:00.000,2022-04-14 00:00:00.000,#SiklusFarm,2022-01-27 03:40:59.000,2023-05-17 08:36:27.000,1811.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2022-01-27 03:40:59.000,26.0,actual,PT. Suri Tani Pemuka Unit Hatchery Indramayu,Kolam B4,49.14,36.85,0.9
28493,6901,1.0,60000,2023-12-27 00:00:00.000,2024-03-12 00:00:00.000,#TBR04,2023-12-27 00:02:29.000,2024-03-21 00:07:30.000,900.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Paid,2023-12-27 00:02:29.000,1041.0,net,PT Suri Tani Pemuka - Sluke Rembang,P2,34.64,25.98,1.2
10044,23765,,110000,2021-06-27 00:00:00.000,2021-10-25 00:00:00.000,"#SiklusDhandy
#DhandyPemalang",2021-05-29 13:34:25.000,2022-10-31 06:56:17.000,1200.0,0.0,1.25,120.0,45.0,2024-04-12 17:02:22.000,Free,2021-08-24 04:41:38.000,26.0,gross,PT. Suri Tani Pemuka Unit Hatchery Indramayu,A,40.0,30.0,
17706,26400,1.0,100000,2022-07-31 00:00:00.000,2022-11-12 00:00:00.000,#SiklusShrimpHub,2022-08-13 03:08:49.000,2022-11-25 08:31:50.000,500.0,0.0,1.25,104.0,55.0,2024-04-12 17:02:22.000,Free,,1000.0,net,AGAPE Hatchery,Mibama B,25.82,19.36,1.0
22526,35864,1.0,93000,2023-05-21 00:00:00.000,2023-07-21 00:00:00.000,#TBR01,2023-05-22 09:43:45.000,2023-07-21 13:08:07.000,500.0,0.0,1.25,120.0,55.0,2024-04-12 17:02:22.000,Free,,83.0,net,CV Raja Benur,A1LONARA,25.0,20.0,1.3
27706,38264,,263250,2023-11-30 00:00:00.000,2024-01-24 00:00:00.000,,2023-11-24 06:08:58.000,2024-01-25 00:42:06.000,2025.0,0.0,1.25,100.0,60.0,2024-04-12 17:02:22.000,Free,,66.0,net,UD. Benur Ndaru Laut,C1,45.0,45.0,1.2
